Project,Test,assertion_roulette,conditional_test_logic,eager_test,fire_and_forget,indirect_testing,mystery_guest,resource_optimism,test_run_war,num_asserts,test_length
joel-costigliola-assertj-core,org.assertj.core.internal.strings.Strings_assertContainsOnlyOnce_Test#should_fail_if_actual_does_not_contain_sequence_only_once_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0
joel-costigliola-assertj-core,org.assertj.core.api.iterable.IterableAssert_extracting_Test#should_allow_assertions_on_field_values_extracted_from_given_iterable,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0
joel-costigliola-assertj-core,org.assertj.core.api.iterable.IterableAssert_extracting_Test#should_allow_assertions_on_property_values_extracted_from_given_iterable,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.iterable.IterableAssert_extracting_Test#should_allow_assertions_on_null_property_values_extracted_from_given_iterable,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.iterable.IterableAssert_extracting_Test#should_allow_extracting_single_values_using_extractor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
joel-costigliola-assertj-core,org.assertj.core.api.iterable.IterableAssert_extracting_Test#sohuld_allow_extracting_multiple_values_using_extractor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
joel-costigliola-assertj-core,org.assertj.core.api.iterable.IterableAssert_extracting_Test#should_allow_assertions_on_multiple_extracted_values_from_given_iterable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.api.iterable.IterableAssert_extracting_Test#should_throw_error_if_no_property_nor_field_with_given_name_can_be_extracted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.api.iterable.IterableAssert_extracting_Test#should_allow_assertions_on_property_values_extracted_from_given_iterable_with_extracted_type_defined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
joel-costigliola-assertj-core,org.assertj.core.api.iterable.IterableAssert_extracting_Test#should_throw_error_if_one_property_or_field_can_not_be_extracted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.error.ShouldBeFile_create_Test#should_create_error_message,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.maps.Maps_assertContainsValues_Test#should_pass_if_actual_contains_given_values,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.maps.Maps_assertContainsValues_Test#should_success_if_values_contains_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.maps.Maps_assertContainsValues_Test#should_fail_if_actual_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.maps.Maps_assertContainsValues_Test#should_fail_if_value_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.maps.Maps_assertContainsValues_Test#should_pass_if_actual_and_given_values_are_empty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.maps.Maps_assertContainsValues_Test#should_fail_if_actual_does_not_contain_value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0
joel-costigliola-assertj-core,org.assertj.core.api.objectarray.ObjectArrayAssert_areAtLeastOne_Test#should_return_this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.objectarray.ObjectArrayAssert_areAtLeastOne_Test#should_have_internal_effects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
joel-costigliola-assertj-core,org.assertj.core.api.charsequence.CharSequenceAssert_hasSameSizeAs_with_Iterable_Test#should_return_this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.charsequence.CharSequenceAssert_hasSameSizeAs_with_Iterable_Test#should_have_internal_effects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
joel-costigliola-assertj-core,org.assertj.core.api.path.PathAssert_startsWithRaw_Test#should_return_this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.path.PathAssert_startsWithRaw_Test#should_have_internal_effects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
joel-costigliola-assertj-core,org.assertj.core.api.iterable.IterableAssert_containsSubsequence_Test#should_return_this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.iterable.IterableAssert_containsSubsequence_Test#should_have_internal_effects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertNullOrEmpty_Test#should_pass_if_array_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertNullOrEmpty_Test#should_fail_if_array_is_not_null_and_is_not_empty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertNullOrEmpty_Test#should_pass_if_array_is_empty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.maps.Maps_assertDoesNotContain_Test#should_throw_error_if_array_of_values_to_look_for_is_empty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.maps.Maps_assertDoesNotContain_Test#should_fail_if_actual_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.maps.Maps_assertDoesNotContain_Test#should_throw_error_if_array_of_values_to_look_for_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.maps.Maps_assertDoesNotContain_Test#should_fail_if_actual_contains_given_values,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.internal.maps.Maps_assertDoesNotContain_Test#should_pass_if_actual_does_not_contain_given_values,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.api.longarray.LongArrayAssert_isNotEmpty_Test#should_return_this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.longarray.LongArrayAssert_isNotEmpty_Test#should_have_internal_effects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_fail_if_actual_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_throw_error_if_sequence_is_null_whatever_custom_comparison_strategy_is,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_pass_if_actual_starts_with_sequence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_throw_error_if_sequence_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_fail_if_sequence_is_bigger_than_actual_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_pass_if_actual_and_sequence_are_equal_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_pass_if_actual_starts_with_sequence_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_fail_if_sequence_is_bigger_than_actual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_pass_if_actual_and_given_values_are_empty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_fail_if_actual_does_not_start_with_sequence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not_whatever_custom_comparison_strategy_is,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_fail_if_actual_does_not_start_with_sequence_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_fail_if_actual_starts_with_first_elements_of_sequence_only_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_fail_if_actual_starts_with_first_elements_of_sequence_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.internal.floatarrays.FloatArrays_assertStartsWith_Test#should_pass_if_actual_and_sequence_are_equal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.paths.Paths_assertIsSymbolicLink_Test#should_fail_if_actual_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.paths.Paths_assertIsSymbolicLink_Test#should_fail_with_should_exist_error_if_actual_does_not_exist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
joel-costigliola-assertj-core,org.assertj.core.internal.paths.Paths_assertIsSymbolicLink_Test#should_succeed_if_actual_is_a_symbolic_link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
joel-costigliola-assertj-core,org.assertj.core.internal.paths.Paths_assertIsSymbolicLink_Test#should_fail_if_actual_exists_but_is_not_a_symbolic_link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0
joel-costigliola-assertj-core,org.assertj.core.api.list.ListAssert_contains_at_Index_Test#should_return_this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.list.ListAssert_contains_at_Index_Test#should_have_internal_effects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
joel-costigliola-assertj-core,org.assertj.core.api.path.PathAssert_hasParent_Test#should_return_this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.path.PathAssert_hasParent_Test#should_have_internal_effects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
joel-costigliola-assertj-core,org.assertj.core.description.TextDescription_toString_Test#should_return_value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.description.TextDescription_toString_Test#should_return_formatted_value,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.api.charsequence.CharSequenceAssert_contains_CharSequence_Test#should_return_this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.charsequence.CharSequenceAssert_contains_CharSequence_Test#should_have_internal_effects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
joel-costigliola-assertj-core,org.assertj.core.api.list.ListAssert_usingElementComparatorOnFields_Test#should_return_this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.list.ListAssert_usingElementComparatorOnFields_Test#should_have_internal_effects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
joel-costigliola-assertj-core,org.assertj.core.api.byte_.ByteAssert_isGreaterThan_byte_Test#should_return_this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.byte_.ByteAssert_isGreaterThan_byte_Test#should_have_internal_effects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.shorts.Shorts_assertIsPositive_Test#should_fail_since_actual_is_not_positive_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.shorts.Shorts_assertIsPositive_Test#should_succeed_since_actual_is_positive_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.shorts.Shorts_assertIsPositive_Test#should_succeed_since_actual_is_positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.shorts.Shorts_assertIsPositive_Test#should_fail_since_actual_is_not_positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.dates.Dates_assertIsInSameHourAs_Test#should_throw_error_if_given_date_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.dates.Dates_assertIsInSameHourAs_Test#should_pass_if_actual_is_in_same_hour_as_given_date,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.dates.Dates_assertIsInSameHourAs_Test#should_fail_if_actual_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.dates.Dates_assertIsInSameHourAs_Test#should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.dates.Dates_assertIsInSameHourAs_Test#should_pass_if_actual_is_in_same_hour_as_given_date_whatever_custom_comparison_strategy_is,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.dates.Dates_assertIsInSameHourAs_Test#should_throw_error_if_given_date_is_null_whatever_custom_comparison_strategy_is,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.dates.Dates_assertIsInSameHourAs_Test#should_fail_if_actual_is_not_in_same_hour_as_given_date_whatever_custom_comparison_strategy_is,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.internal.dates.Dates_assertIsInSameHourAs_Test#should_fail_if_actual_is_not_in_same_hour_as_given_date,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.api.charsequence.CharSequenceAssert_matches_Pattern_Test#should_return_this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.charsequence.CharSequenceAssert_matches_Pattern_Test#should_have_internal_effects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_pass_if_actual_contains_given_values_more_than_once_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_pass_if_actual_contains_given_values,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_fail_if_actual_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_pass_if_actual_contains_given_values_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_pass_if_actual_contains_all_given_values_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_pass_if_actual_contains_given_values_even_if_duplicated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_pass_if_actual_contains_given_values_more_than_once,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_pass_if_actual_contains_given_values_in_different_order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_pass_if_actual_and_given_values_are_empty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_throw_error_if_array_of_values_to_look_for_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not_whatever_custom_comparison_strategy_is,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_fail_if_actual_does_not_contain_values,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_pass_if_actual_contains_given_values_even_if_duplicated_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_throw_error_if_array_of_values_to_look_for_is_null_whatever_custom_comparison_strategy_is,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_pass_if_actual_contains_given_values_in_different_order_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_pass_if_actual_contains_all_given_values,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.shortarrays.ShortArrays_assertContains_Test#should_fail_if_actual_does_not_contain_values_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.api.file.FileAssert_hasNoParent_Test#should_return_this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.file.FileAssert_hasNoParent_Test#should_have_internal_effects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
joel-costigliola-assertj-core,org.assertj.core.api.chararray.CharArrayAssert_containsSequence_Test#should_return_this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
joel-costigliola-assertj-core,org.assertj.core.api.chararray.CharArrayAssert_containsSequence_Test#should_have_internal_effects,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
joel-costigliola-assertj-core,org.assertj.core.groups.Properties_ofType_Test#should_create_a_new_Properties,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
joel-costigliola-assertj-core,org.assertj.core.api.abstract_.AbstractAssert_failWithMessage_Test#should_fail_with_message_having_args,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
joel-costigliola-assertj-core,org.assertj.core.api.abstract_.AbstractAssert_failWithMessage_Test#should_keep_description_set_by_user,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
joel-costigliola-assertj-core,org.assertj.core.api.abstract_.AbstractAssert_failWithMessage_Test#should_fail_with_simple_message,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
joel-costigliola-assertj-core,org.assertj.core.api.abstract_.AbstractAssert_failWithMessage_Test#should_keep_specific_error_message_and_description_set_by_user,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_pass_if_actual_contains_given_values_only_even_if_duplicated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_fail_if_actual_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_pass_if_actual_contains_given_values_only_more_than_once,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_pass_if_actual_contains_given_values_only_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_pass_if_actual_contains_given_values_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_pass_if_actual_contains_given_values_only_in_different_order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_fail_if_actual_is_null_whatever_custom_comparison_strategy_is,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_pass_if_actual_contains_given_values_only_more_than_once_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_fail_if_actual_does_not_contain_given_values_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_pass_if_actual_and_given_values_are_empty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_throw_error_if_array_of_values_to_look_for_is_null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_fail_if_array_of_values_to_look_for_is_empty_and_actual_is_not_whatever_custom_comparison_strategy_is,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_pass_if_actual_contains_given_values_only_even_if_duplicated_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_fail_if_actual_does_not_contain_given_values_only_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_pass_if_actual_contains_given_values_only_in_different_order_according_to_custom_comparison_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
joel-costigliola-assertj-core,org.assertj.core.internal.objectarrays.ObjectArrays_assertContainsOnly_Test#should_throw_error_if_array_of_values_to_look_for_is_null_whatever_custom_comparison_strategy_is,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
